step,total_loss,loss_pde,loss_bc,loss_data,E_pred,nu_pred
0,226068.84951346662,220321.97937393168,5746.689078867693,0.18106066725157652,49999.9999,0.19990000000000002
200,199.41906521953635,180.45714307089918,18.741831746531414,0.2200904021057601,49999.99793553958,0.1976868659196731
400,90.63187564569036,81.69903916690184,8.722981590323347,0.20985488846516992,49999.997810373934,0.19746957249529884
600,54.75627813603962,50.02955402792243,4.525340770425561,0.20138333769162858,49999.99772309798,0.19729499517782287
800,37.92569345950225,34.96390799089368,2.7682341693008854,0.19355129930768047,49999.99765376322,0.1971459011457569
1000,28.49983205620414,26.28751136939194,2.0261728393366516,0.1861478474755505,49999.99759329414,0.19701538263590038
1200,22.36306317054736,20.524315110290065,1.659551280754767,0.17919677950252866,49999.997538240656,0.1968990462718043
1400,18.015356223070352,16.41055690239099,1.4320730946115354,0.17272622606782795,49999.99748720685,0.19679486171244
1600,14.799858423525084,13.372576612431978,1.2605517950812164,0.16673001601189,49999.99743940617,0.1967013609419502
1800,12.358568650939374,11.081148228247287,1.116244037471862,0.1611763852202255,49999.99739426301,0.19661698716505768
2000,10.46914028762502,9.323709225334055,0.9894076577868898,0.1560234045040762,49999.99735129994,0.19654011195295937
