iteration,step,total_loss,loss_pde,loss_bc,loss_data,E_pred,nu_pred
0,0,308760.2220549244,249772.47078911145,5895.234598043007,0.35405285382861035,49500.00000045596,0.199
0,500,140.16247768356249,82.46030271266459,1.9349723074299385,0.38352451896598505,37717.92145987756,0.17240445358552228
0,1000,79.73837679414562,39.561220667110945,0.6744047371838907,0.3343310875519577,36601.68809064288,0.16881404427958868
0,1500,59.376847646484556,26.137668104591555,0.42186828247006475,0.2902049671719235,35606.627618111226,0.16562811282466364
0,2000,48.209841063161285,19.837673627978706,0.3164445676135724,0.2520772175904685,34603.40554852885,0.16264372815530778
1,0,80.5715839117774,19.497560117733766,0.3174901523993633,0.5789912227005,34103.407532609956,0.16164372815532502
1,500,63.84246256699294,12.659266729800505,0.2471588945012373,0.48711606892180065,28112.318997821192,0.15575440976504287
1,1000,50.246447435080206,7.4531829663318785,0.23160303937136295,0.40477234075034696,25130.48039240266,0.15066309929729393
1,1500,44.270724408043876,5.484442978361699,0.3081348428839717,0.3570493300084246,22605.100002315317,0.14557130269123383
1,2000,41.27699106355635,3.937179830430664,0.36045518646041946,0.3373525936852149,20767.5793424898,0.1406544452961461
2,0,124.825919560219,3.999234991336543,0.34975073754535335,1.1732917719342892,21267.574700750225,0.13965444529628948
2,500,110.11086199945744,4.18019375286995,0.6429194046637929,0.9950147419994956,17129.36106863946,0.1268835155458793
2,1000,103.4616351887425,3.2935378105773507,0.9345328555563825,0.9082276882260133,16514.780137947655,0.11758647188551449
2,1500,102.00677409711558,2.1424659104398693,1.0753975846072144,0.8911033234060357,16494.910226528842,0.10672373618214369
2,2000,100.60099134430736,1.5140391047790096,1.0510718239071952,0.8857623400045639,16948.47490584966,0.09610071450212809
3,0,154.82465843848266,1.5435337553856554,1.0529227229767257,1.4275189745332972,16448.476249981817,0.0951007145021691
3,500,149.68346771315672,1.876527487207172,1.426000814005048,1.3354693208589905,16491.725228035444,0.09204618377372763
3,1000,149.78475871429129,2.727926650944476,1.5365308025851139,1.3169152403749567,17459.595373097764,0.08714174498402766
3,1500,147.5345849295398,0.9302809229837339,1.5412967942625728,1.3119133606393032,18551.761619018398,0.08031078459324544
3,2000,147.5937684695038,1.3998427186687579,1.5424846401353067,1.3076907934948196,19451.361899695643,0.07193525414559213
4,0,117.87754964965437,3.6323338006279613,1.548908336136007,0.9875613248766633,18951.36289474472,0.07293525414556414
4,500,118.3335547168099,0.615322597393933,1.829120891938685,0.9942702320002912,18032.586758609046,0.06571320394746483
4,1000,111.9587744035349,0.5430108258256858,1.182760198260478,0.9958816159510443,19517.65411332997,0.06046969813457749
4,1500,122.37718289342378,0.4793276913177376,2.249920623986672,0.9939864896223931,20677.019395129668,0.054212070367489866
4,2000,111.54233243132158,0.3935169516382919,1.1963410619726373,0.9918540485995692,21555.70374988546,0.04726957822738175
5,0,92.49994687547174,0.5627434140580625,1.1891394312740688,0.8004580914867298,22055.703029086148,0.048269578227104815
5,500,91.09727201440366,0.36801122108661655,1.0092293759993816,0.8063696703332321,20947.87706713892,0.042435003947826094
5,1000,90.89042950386536,0.45152129616182746,0.9569676649781625,0.808692315579219,21801.56954442156,0.03696332361454054
5,1500,91.15207899110062,0.6157117523676975,0.974304964695195,0.8079331759178097,22288.08156183963,0.029057644162345932
5,2000,91.73548301671386,1.3553458160896121,0.9625391322828264,0.8075474587779597,22228.164473235334,0.021082276339787393
6,0,86.33310878678041,0.5938592785661019,1.0224022966849693,0.7551522654136461,22728.160105378323,0.020082276339804323
6,500,85.5128753858682,0.3274278649641512,0.901877733187955,0.7616667018902449,20518.202363146942,0.01935173889059668
