iteration,step,total_loss,loss_pde,loss_bc,loss_data,E_pred,nu_pred
0,0,308760.2220549244,249772.47078911145,5895.234598043007,0.35405285382861035,49900.00000009119,0.19990000000000002
0,500,147.57797545929992,90.69249295444938,1.8936513402468251,0.3794896910238231,47501.58723357617,0.19695871862525222
0,1000,87.21906815503424,46.6755558248304,0.7297774683827943,0.33245737646375895,47291.08026240727,0.19648759442852012
0,1500,63.36019416015055,29.894748007868763,0.4433063299370746,0.2903238285291104,47093.83688214547,0.19605706178591387
0,2000,50.83503602053719,22.095200560875362,0.3395799296225584,0.25344036163436234,46901.47795226517,0.19566624281609568
1,0,54.81308304396504,22.247443013995554,0.32298331540285713,0.29335806875940906,46801.479817147745,0.19576624281607305
1,500,42.68932203326254,14.772070578034956,0.24588321882904707,0.25458419266937116,44405.79261658781,0.1945917611304531
1,1000,32.337673546336006,8.768865046805079,0.157530752964922,0.2199350096988171,43208.034589134026,0.19379608333901585
1,1500,28.91947564829486,7.257568482641433,0.18285348846698585,0.1983337228098357,41710.81170709025,0.1930357828943245
1,2000,25.861560840632713,4.906265794128376,0.22869334581818998,0.18668361588322438,40259.38008325766,0.19239206479777757
2,0,34.85794038945165,5.764925679127164,0.20339578664583713,0.2705905684386611,40159.38067541277,0.1922920647977786
2,500,32.508972365703634,4.6607630166288905,0.21249321014070402,0.2572327724766771,37710.01350934638,0.19177394372195075
2,1000,31.632819178503162,4.42905650790103,0.24609456693644663,0.24742817001237666,37417.41610628969,0.1915745145149962
2,1500,31.713175225966758,4.756356638482222,0.27437502673296404,0.24213068320154896,36997.61353774039,0.19131107248428883
2,2000,29.58099005870833,2.7703080031119556,0.28393763282608797,0.23971305727335493,36440.96281456045,0.19097586815093823
3,0,35.700420427691824,2.6956155637244157,0.289337351957455,0.3011143134439285,36340.964968848195,0.19087586815094001
3,500,35.081344160355165,2.4267215945063163,0.3201590237858822,0.29453032327990025,34998.031956660285,0.19064173141969995
3,1000,34.485598311069175,1.9527397498809862,0.34179940907227313,0.29114864470465457,34892.61063413182,0.19050340033763813
3,1500,36.46059925912417,3.9526215094790347,0.35016358705385053,0.2900634187910663,34584.73375306994,0.19028831579700944
3,2000,37.20393778213079,4.612326789524673,0.3596147478097708,0.28995463514508407,34116.74394334044,0.18999256026950515
4,0,44.411551648080305,7.13013613151655,0.3692315711723836,0.3358909980483991,34016.74439448686,0.18989256026950618
4,500,38.43155996968107,1.3593303492116888,0.3855544124205215,0.3321668549626416,31859.26203400093,0.1890612622556245
4,1000,39.89036664407691,2.4768219912728995,0.4322581308251162,0.33090963344552854,31684.532455675064,0.18865979933730964
4,1500,38.387423717046865,1.276610938493879,0.4018283356860156,0.3309252942169283,31236.468878017753,0.18812737598279164
4,2000,38.99829091350169,1.172658173919309,0.4718159051460397,0.33107473688121986,30780.245101320234,0.18762109911161445
5,0,47.798739460523315,1.307445052264902,0.47309174464290904,0.4176037696182932,30680.245420923926,0.187521099111615
5,500,46.46450297224082,0.8976011651039836,0.4499345602458525,0.41067556204678307,28867.07743173774,0.18716312874280885
5,1000,52.18686234847527,6.371372140545441,0.4990070020419905,0.40825420187509925,27438.044952174874,0.18671575143531877
5,1500,46.34440523320111,0.7846657654604711,0.4862001368865277,0.4069773809887535,27643.737560882055,0.18649267391522462
5,2000,46.70852717519829,0.8208108248733751,0.5244534627871458,0.40643181722453453,27922.829445081818,0.1862184894480184
6,0,57.005365699175684,0.6737176528744275,0.5715249323237342,0.5061639872306392,27822.829693764033,0.1861184894480189
6,500,55.78818359063963,0.7141031845949014,0.5488830827884255,0.49585249578160473,27479.70627439182,0.1859840840579792
6,1000,55.565795904018756,0.5894464468705597,0.5772472025097655,0.4920387743205054,27663.179199670092,0.18583617427103252
6,1500,55.785642664950046,0.81990033290441,0.5847202234558994,0.4911854009748664,27724.26683511201,0.18558814833920473
6,2000,56.855426965069164,1.826772650351138,0.5863298310993987,0.49165356003724037,27029.950991401176,0.18510490793760545
7,0,59.15315068535184,0.4802581807230863,0.5858491882062403,0.5281440062256635,26929.95345948565,0.1850049079376124
7,500,59.438841450222185,0.5208882140387344,0.62514727511683,0.5266648048501514,24767.855541230743,0.18441604404741996
7,1000,59.33541200544583,0.5038130893927927,0.6269558802824969,0.5256204011322807,25204.766536868432,0.18414457126223724
7,1500,60.2743165442802,0.646678921547544,0.6399835585724879,0.5322780203700777,20600.74398500297,0.18247029687633495
7,2000,60.316271722685684,0.4688718869087354,0.6844913508115019,0.5300248632766192,21764.01267649161,0.18187337488730998
8,0,94.99993652873454,0.48119707406147544,0.6891620153161859,0.876271193015112,21664.012893972635,0.18177337488731066
8,500,91.52802745158364,0.6476392669036566,0.822295444524993,0.8265743373943004,21671.996024161966,0.18158895833954597
8,1000,90.8449303375448,0.6671925121673804,0.9257093168535305,0.809206446568421,22177.861464591522,0.18132351620621281
8,1500,92.06081779934345,2.018623984818815,0.9493292277802914,0.8054890153672172,22780.62251216581,0.18092878115184036
8,2000,90.59905751347947,0.6783896595651824,0.9541822971467611,0.8037884488244667,23221.210343736915,0.18033858625635854
9,0,81.61468270438999,2.010432313715729,0.9507912903132965,0.7009633748754129,23321.20938576709,0.18023858625636516
9,500,79.59477812630037,0.31496393650238547,0.8581681314315487,0.706981328754825,22916.11393411893,0.1792313053113128
9,1000,80.3791633450298,0.9345720965036528,0.8729481361187504,0.7071510988733863,23542.653377214083,0.17857406738204679
9,1500,79.74642149423136,0.6214597459616505,0.8486202218521175,0.7063875952974854,23985.09020935655,0.17786711400902763
9,2000,80.80316939409559,0.9726850802082684,0.9303705408537655,0.7052677890534966,24534.412278213298,0.17720513691611384
